title,user name,date,comments,views,up votes
"LATAM Airlines Airbus A320neo accident, (different angles)",hhalamri,19/11/2022,30,74132,35
bull fucked the lives of 2 in an arena,jason2000,18/11/2022,20,8500,12
"LATAM Airlines Plane Crashes on Peruvian Runway, Two Firefighters Dead.",jason2000,18/11/2022,45,97790,77
"Bull from hell, brutalized several victims in a field",jason2000,18/11/2022,10,5640,10
Lady Obliterated at a Zebra Crossing,Fenrir666,18/11/2022,36,41348,25
More Footage From Fatal Bus Accident In Peru,BruceLeroy,18/11/2022,23,53614,36
Ukraine Death Comp II,-GIZMO-,18/11/2022,124,321562,188
Pacasmayo. Several of the fatalities still remain under the heavy vehi,Puligore,18/11/2022,6,8024,7
Rough Day for this Construction Worker,User404,18/11/2022,41,129242,44
Store Clerk Gunned Down At Work In Quetta,User404,18/11/2022,31,51348,30
Solider Gets a Surprise After Launching RPG,EternalRest,18/11/2022,34,86784,46
Rare audio of Ukrainian grenade droppers as they hunt,SystemError,18/11/2022,11,13454,26
Reckless driving causes accident in Brazil,CezarBrazil,18/11/2022,8,4578,7
Thief gets toasted,Fenrir666,18/11/2022,8,10678,11
"Horrible, man turned pizza in accident",jason2000,18/11/2022,7,3142,5
Robber lynched in Manaus,jason2000,18/11/2022,7,8814,8
Man killed on the street,Fenrir666,18/11/2022,13,24370,20
Idiot biker high speed crash.,SystemError,18/11/2022,8,8258,11
DANG: When an Elephant Almost Crushes your Head ,SystemError,18/11/2022,29,56804,24
The cow must have gone mad,SystemError,18/11/2022,19,6442,16
A serious accident scatters human remains and corpses on the asphalt.,Fenrir666,18/11/2022,15,29362,24
DAMN: A Prayer before he Goes... Heart Beating Through Hole,Puligore,18/11/2022,37,71978,51
"GORE EXTREME, Brazilian hiker crushed by trailer",jason2000,17/11/2022,13,4592,8
trader killed on a chair,Fenrir666,17/11/2022,36,64082,39
Porsche Driver Decapitated While Overtaking Trucks,BruceLeroy,17/11/2022,61,135684,82
the agony of a thief,Fenrir666,17/11/2022,17,11350,9
man has peeling skin,jason2000,17/11/2022,8,3782,4
"5 Killed, Including State Security Chief, In Helicopter Crash In Mexico",Fenrir666,17/11/2022,25,53876,34
A Ukrainian sniper Dropping a Russian Soldier peeking in a Doorway  ,Fenrir666,17/11/2022,22,65314,45
The results of their work upon Russian soldiers and armor,SystemError,17/11/2022,11,22394,19
UA drone dropping a 40mm grenade on a russian soldier,SystemError,17/11/2022,18,32898,24
"in Moscow, a child was hit by a car",SystemError,17/11/2022,7,5580,5
 A Very Painful Lesson Indeed,jason2000,17/11/2022,23,72392,38
Latin bulls attacking,jason2000,17/11/2022,15,5552,8
Woman Surprised By Suicidal Landing,User404,17/11/2022,39,83660,60
thief executed by the inhabitants of the area,Fenrir666,17/11/2022,8,6534,8
man killed in a parking lot,Fenrir666,17/11/2022,4,2652,3
"Last words of a suicide : I love you, fuck you all!",Fenrir666,17/11/2022,72,106652,63
deserter beaten with sticks,Fenrir666,17/11/2022,17,19100,13
UA soldier filming himself getting hit and wounded,SystemError,17/11/2022,7,19850,18
An idiot is beaten,SecKillerG,17/11/2022,20,15796,14
Hitmen Record Job In Ecuador ,BruceLeroy,17/11/2022,40,109978,67
Longer and higher quality video of this morning's explosion in Dnipro,SystemError,17/11/2022,7,11674,8
Ukrainian sniper takes out a Russian soldier. Bullets visible in fligh,SystemError,17/11/2022,8,19162,24
The car hits the police cadets,SystemError,17/11/2022,14,5596,10
Russian Clepto-Soldier Prevented From Stealing Boat,puretone,17/11/2022,97,130768,151
Russians Stealing Boat Get Some Karma,puretone,17/11/2022,35,73370,73
Cyclist was shot in the head.,Fenrir666,17/11/2022,10,3452,8
Punk Woke Student Kicks Old Lady.,Fenrir666,17/11/2022,54,66780,41
Motorcyclist crushed by truck.,Fenrir666,17/11/2022,5,2554,5
Killed In Shootout With Police Girl Lays Topless,InnerInsanity,16/11/2022,62,176544,95
Wandering Idiot Wrecked By Motorbike,BruceLeroy,16/11/2022,8,5810,8
Resting Russian soldier in his Foxhole gets bombed by drone and bleeds,Otaku919,16/11/2022,14,17596,23
"Thug Killed, His Tattooed GF Washed With Own Blood Before Dying ( clean  version)",User404,16/11/2022,66,195028,116
Two people executed in car.,Fenrir666,16/11/2022,10,9326,11
Ukrainian drone hunts orcs,EternalRest,16/11/2022,17,15756,40
Man Drinking Tea Killed With Knives By Two Fucking Assholes,User404,16/11/2022,19,45762,27
The Price for Stealing in the Favelas is Steep,jason2000,16/11/2022,33,78600,76
"Taqueros killed in Salamanca, Guanajuato. México ",LaTiaDelGore,16/11/2022,11,16010,4
At Least She Managed to Say Goodbye,User404,16/11/2022,45,114230,63
Land of Pablo Escobar Gang Wars,Fenrir666,16/11/2022,37,100976,62
Scumbag Kills Ex Wife Most Barbaric Way He Can,Fenrir666,16/11/2022,47,134590,67
HOLY SHIT: Bad Luck for Pedestrian Watching Mud Race,SystemError,16/11/2022,26,48756,39
drunk runs over a couple of people,Fenrir666,16/11/2022,5,3184,4
Fatal accident in Omsk,SystemError,16/11/2022,5,3542,11
"Yekaterinburg, the girl driving the Chevrolet was drunk",SystemError,16/11/2022,11,4776,10
Drunk Girl Gets Brutally Killed By Car On Russian Road,SystemError,16/11/2022,36,43246,43
Extortionist Meets His Maker,BruceLeroy,16/11/2022,20,54624,23
Policeman killed his friend also policeman,jason2000,16/11/2022,7,7134,7
WHEN DEATH ISN'T ENOUGH.,jason2000,16/11/2022,18,67338,25
Drone Strikes a Dugout Filled with Multiple Soldiers In Ukraine,EternalRest,16/11/2022,54,115018,65
Direct hits on UA soldiers via drone dropped munition,SystemError,16/11/2022,14,16634,14
Ukrainians on patrol show aftermath of a battle with Russian soldiers ,SystemError,16/11/2022,10,15612,14
UA POV - dead RU soldier,SystemError,16/11/2022,7,11916,10
Dead Russians,SystemError,16/11/2022,15,16924,21
bullfighter almost died to be fucked by bullfighter,jason2000,15/11/2022,13,4926,5
another violence in India,Fenrir666,15/11/2022,13,8630,6
Definitely The Wrong Guy to Fuck With.,User404,15/11/2022,105,310442,207
First Shocking Seconds After Oxygen Tank Explosion.,User404,15/11/2022,46,156622,96
Palestinian Teenager Killed by Israeli Forces After Knife Rampage Leaves 3 Dead,Fenrir666,15/11/2022,32,56056,41
"Another Day, Another Hit In Ecuador",BruceLeroy,15/11/2022,16,56064,26
Killing Karma In Pakistan ,Fenrir666,15/11/2022,26,29976,27
NEVER GIVE UP: Criminal On Fire Refuses To Die,User404,15/11/2022,66,114034,62
Two Pathetic Thieves Cruelly Flogged By Angry Man (Fixed),User404,15/11/2022,22,36222,35
bodies of Russians along the way,Fenrir666,15/11/2022,11,6310,10
Russian Worker Surprised From Above,Fenrir666,15/11/2022,56,89594,62
violent armed robbery,Fenrir666,15/11/2022,10,9088,7
A mine explodes under the car,SystemError,15/11/2022,27,23210,22
Man was beaten for molesting a 9-year-old,jason2000,15/11/2022,28,66702,53
Dead RU soldier,SystemError,15/11/2022,11,17264,13
Ukrainian sniper reportedly eliminated Russians,SystemError,15/11/2022,24,64852,66
Drone strikes a dugout filled with multiple Russian soldiers in Ukrain,SystemError,15/11/2022,16,16990,22
Palestinian man stabs Israeli at gas station in Sumaria.,DownbytheWoods,15/11/2022,9,3662,5
 Young man murdered with a knife,Fenrir666,15/11/2022,6,12218,8
Collecting corpses in ww2 tanks,Otaku919,15/11/2022,17,25836,19
Epic detonation of orcs on mines [Aftermath Included],EternalRest,15/11/2022,58,133692,117
Young couple murdered in Brazil,CezarBrazil,15/11/2022,8,7266,3
"Poor biker, collides in the back of a car",jason2000,14/11/2022,18,35046,27
In The Favela Can't Outrun Bullets,InnerInsanity,14/11/2022,12,16524,11
Chaotic Ukrainian Assault Sends Russians Into Retreat,Otaku919,14/11/2022,10,14978,20
Dude Is Executed Point Blank In Front of Is Mother (Full),User404,14/11/2022,39,69746,47
exsanguinated body on the sidewalk,Fenrir666,14/11/2022,12,3516,5
Killed Ukrainian and Polish soldiers.,Abdula2276,14/11/2022,14,18008,27
Can't Even Drink Beer In Peace In Brazil,User404,14/11/2022,20,27262,29
Ritualist Calmly Walks With Human Head,User404,14/11/2022,33,34752,20
Man was dismembered on a dark road,jason2000,14/11/2022,9,7062,5
Brazilian Gangs Don't Discriminate,User404,14/11/2022,35,220402,88
"Sicko Dismembered Wife, Removed Her Genitals",User404,14/11/2022,42,140478,62
accident between motorcyclist and school bus,Fenrir666,14/11/2022,5,3366,8
Man cruelly kicked by a giant man,jason2000,14/11/2022,10,7746,7
Karma Catches Up Quickly To Motorcycle Thief,BruceLeroy,14/11/2022,30,54318,59
Body found drowned.,Fenrir666,14/11/2022,9,2690,4
Man Fatally Stabbed In Broad Daylight On The Busy Street In Brazil,User404,14/11/2022,18,78130,32
accidental blow hits saleswoman,Fenrir666,14/11/2022,11,6832,9
man defends child from abusive father,Fenrir666,14/11/2022,14,10536,10
Russian Extreme Sports Motorcyclist Plunges Cliff to Death,User404,14/11/2022,96,163518,95
Depressed Dude Hangs Himself On Camera.,User404,14/11/2022,68,128094,78
Deputy Fatally Shoots Man Who Rammed Patrol Cars While Fleeing In Palmdale,User404,14/11/2022,26,37692,26
Brazilian decides to take his own life by hanging himself with an elec,Puligore,14/11/2022,13,9894,7
A drunk Russian woman destroys electric cables,SystemError,14/11/2022,20,22490,19
Retired Policeman Hacked Up Like a Piece of Raw Pork (Still Alive),Fenrir666,14/11/2022,10,47124,22
Explosion in Istanbul ,SystemError,14/11/2022,9,8606,9
"Near Kaluga, the hose was poorly fixed at a mini gas station",SystemError,14/11/2022,8,8364,9
Not the Ideal Way to Relax In a Bar,jason2000,14/11/2022,39,97530,59
"WOW, THAT'S A LONG WAY DOWN PART I",Puligore,14/11/2022,20,44142,30
Two friends die brutally,jason2000,14/11/2022,9,4098,1
car makes cyclist fly,Fenrir666,14/11/2022,4,2596,2
Alleged drug user's executed naked corpse.,Fenrir666,14/11/2022,9,5974,6
Bodies of ambushed Russians,SystemError,14/11/2022,10,17440,19
The Thief was set on fire,jason2000,14/11/2022,7,6070,5
"Damn, driver throws man in the air",jason2000,14/11/2022,10,3026,4
"Fuck ,help me with my nightmare",jason2000,14/11/2022,55,78760,33
Wagner Nazis Get Owned.,puretone,13/11/2022,7,16542,17
No Mercy For Rival Gang In the Favelas (Clean Video),InnerInsanity,13/11/2022,14,68030,21
The incident left 2 dead and 3 injured.,Puligore,13/11/2022,14,5964,9
Attack in the center of Istanbul (another angle),Puligore,13/11/2022,20,43258,19
Defector Of Paramilitary Group Brutalized With Sledgehammer (Extended + Subtitles),Zefok12,13/11/2022,58,118794,58
Woman Gets Attacked By Hat Man Killer In Mumbai ,InnerInsanity,13/11/2022,23,10870,7
No Mercy For Rival Gang In the Favelas,InnerInsanity,13/11/2022,10,12258,6
This Has To Be An Overkill World Record,User404,13/11/2022,53,103554,93
Nashville Police Officers Shot Man Who Charged at Them With a Knife,User404,13/11/2022,12,16682,16
"Damn, He Should Not Resist Armed Robbery",User404,13/11/2022,35,39916,24
Hitman Hits His Target Without Breaking a Sweat,User404,13/11/2022,22,27492,18
Final Destination: Cement Sack Falls and Crushes Passerby,User404,13/11/2022,27,37872,35
"Istanbul Six dead, dozens wounded in Turkey explosion",ahavasora,13/11/2022,32,89482,46
Grenade dropped into the bunker of a Russian soldier,SystemError,13/11/2022,13,26762,21
Aftermath from battle of Pavlovka,SystemError,13/11/2022,14,25134,16
Many dead Russian soldiers after being hit by a 120 mm mortar,SystemError,13/11/2022,18,29264,31
Dude Jumps Into Ganga River After Break Up With Girlfriend ,Razzia,13/11/2022,48,52028,32
Murdered and dismembered his wife and then burned her,krakenbrutal,12/11/2022,20,11490,10
Defector Of Paramilitary Group Brutalized With Sledgehammer,BruceLeroy,12/11/2022,144,336404,225
Husband Shows Off His Agonizing Wife After Cutting Her Neck,Razzia,12/11/2022,53,80132,46
Planes Collide During Air Show at Dallas Executive Airport,User404,12/11/2022,87,123022,102
Divorce Wasn't Final Enough.,User404,12/11/2022,23,49182,29
Drone dropping bombs in Ukraine ,theyncatemyballs,12/11/2022,19,22168,21
This Weekend In Brutality {Compilation} ,loic52,12/11/2022,21,82044,48
 Bus driver Yang Yuzhi died live on camera in Guangdong,Roger_From_England,12/11/2022,17,10550,13
Accident in Jianhe ,Roger_From_England,12/11/2022,9,2318,6
A dead female was found floating in Bali,Roger_From_England,12/11/2022,20,7674,11
Zebra crossing Accident in Zhejiang,Roger_From_England,12/11/2022,5,1184,4
The dead body of 26 year old Nur Wahyudi Was discovered in Tulungagung,Roger_From_England,12/11/2022,6,4682,5
7-year-old student Zhang was hit by a motorcycle in Luzhou City,Roger_From_England,12/11/2022,10,3858,7
Two pepole died in a Accident in Purnia District,Roger_From_England,12/11/2022,3,1594,7
electric bicycle slammed into a car in Huzhou,Roger_From_England,12/11/2022,3,1026,5
"A person died in a Accident in Krasnoyarsk,Russia ",Roger_From_England,12/11/2022,5,2970,5
Electric bicycle collided into a car In Huzhou,Roger_From_England,12/11/2022,4,848,2
Man Killed After Firing Shots at Officers In Madison,User404,12/11/2022,14,32456,27
Sneaking up on sleeping soldier,theyncatemyballs,12/11/2022,14,30774,12
Thugs Literally Execute A Guy Who Refused To Pay Extortion,User404,12/11/2022,30,67650,35
Predator Vision: The End For A Cluster Of Russians.,puretone,12/11/2022,9,17468,22
Bulls trampling their Latina victims,jason2000,12/11/2022,14,5500,7
The moment the road killer hits,goodUSA,12/11/2022,12,6434,10
Car accident in China results in chest piercing,goodUSA,12/11/2022,15,9016,4
Woman Beaten To Death Inside Hotel,BruceLeroy,11/11/2022,61,163152,55
Domestic Violence Suspect Killed In Shootout With NYPD,BruceLeroy,11/11/2022,25,42084,44
Taxi Driver Makes One Huge Mistake,Puligore,11/11/2022,43,55692,40
Bad Ending For Man When Meeting His Old Rival,jason2000,11/11/2022,126,299072,199
One Stab Isn't Enough. (Brutal),yodu,11/11/2022,59,146194,87
Pretty Girl Hangs Herself In Brazil,Puligore,11/11/2022,54,178016,95
Headshot Executions.,Gorzyy,11/11/2022,29,96412,38
Motorcycle ends up under a truck,Fenrir666,11/11/2022,11,4634,11
Child is knocked down by a three-wheeler.,Fenrir666,11/11/2022,17,8570,12
Man defends his wife from aggressive grandma.,Fenrir666,11/11/2022,44,76312,63
Bus collided with motorcyclist,Fenrir666,11/11/2022,6,2414,5
Body completely mangled,Fenrir666,11/11/2022,9,6644,13
GoPro Combat Footage From The Frontlines Of Yemen,TheFriendlyPsychopath,10/11/2022,42,71566,42
Bodycam Shows LAPD Cops Shooting Suspect After Pulls Out a Gun And Fires at Officer,User404,10/11/2022,33,47446,44
This Happens When You Support Bolsonaro In The Favelas,User404,10/11/2022,109,257272,167
A FEW DEAD RUSKIES PART13!,-GIZMO-,10/11/2022,59,120646,80
Triple knockout of drunk man,jason2000,10/11/2022,9,8436,5
Sacramento Deputies Fatally Shoot Man Holding His Girlfriend Hostage,User404,10/11/2022,58,128938,90
Sticks and Axes Leaves One Dead,User404,10/11/2022,39,162014,82
Dude Having Dinner With Girlfriend Shot From Behind,User404,10/11/2022,77,128742,121
Security Guard Shoots Co-Worker After Heated Argument,BruceLeroy,10/11/2022,23,39670,27
 bus driver gets acute myocardial infarction,Fenrir666,10/11/2022,18,10752,13
attempted murder,jason2000,10/11/2022,7,4982,5
18 Wagner Nazis Went Sightseeing In Ukraine,puretone,10/11/2022,47,68540,74
in the streets of brazil two people are killed with shots to the head,Puligore,10/11/2022,5,5682,4
Russian Popsicles,puretone,10/11/2022,14,21278,19
"classic headless man photos, WhatsApp sticker origin ",LaTiaDelGore,10/11/2022,6,10916,4
Poor Bastard Didn't Stand a Chance Against Train,Puligore,10/11/2022,21,49506,28
Wife Stabs her Husband's Mistress,Puligore,09/11/2022,35,98326,59
Woman Found Dead Stinking and In a State of Putrefaction. ,Puligore,09/11/2022,36,82476,39
UNCENSORED: Cute Chick And Her Dick Executed On The Night Street Of Colombia,User404,09/11/2022,61,208476,132
HOLY SHIT: Homemade Explosive Detonates with a Kick,User404,09/11/2022,32,75078,54
Total Savages Turn Thieves Into Ash (Extended),User404,09/11/2022,88,193208,143
Name A Better Duo Than Indians & Electricity,BruceLeroy,09/11/2022,57,74050,50
punished for stealing in the community,Puligore,09/11/2022,9,6928,5
A policeman was caught red-handed when he tried to abuse a minor,Puligore,09/11/2022,13,10566,8
Last Day On The Job For Electrical Worker,BruceLeroy,09/11/2022,12,10204,13
One Wrong Move Costs Biker His Useless Life,User404,09/11/2022,27,34102,35
Woman Gets Killed By Car And Finished Off By Another One,User404,09/11/2022,42,52078,45
Dude Hanged Himself From Flagpole,facerapecunt,09/11/2022,20,4226,6
Dude Brutally Executed In Front His Mother,jason2000,09/11/2022,41,108448,60
group of friends hit by motorcycle,jason2000,09/11/2022,7,2876,4
alleged rapist is murdered on the roundabout of NARANDIBA Brazil,Fenrir666,09/11/2022,17,31962,30
Total Savages Turn Thieves Into Ash,User404,09/11/2022,25,31740,27
punished by the boys of the rival neighborhood,Fenrir666,09/11/2022,10,15776,9
